ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
CE,2020-12-04,6,1,0,5,0,0
CL,2020-12-04,369,230,0,139,0,0
CM,2020-12-04,446,368,0,77,1,0
CN,2020-12-04,230,184,0,46,0,0
CT,2020-12-04,1184,1170,0,0,8,6
EX,2020-12-04,115,82,0,32,0,1
GA,2020-12-04,277,260,0,17,0,0
IB,2020-12-04,287,253,0,34,0,0
MC,2020-12-04,205,167,0,38,0,0
MD,2020-12-04,1050,621,0,429,0,0
ML,2020-12-04,18,6,0,12,0,0
NC,2020-12-04,95,62,0,32,0,1
PV,2020-12-04,367,171,0,196,0,0
RI,2020-12-04,58,55,0,3,0,0
VC,2020-12-04,1071,897,0,174,0,0
AN,2020-12-05,811,579,0,232,0,0
AR,2020-12-05,203,198,0,5,0,0
AS,2020-12-05,113,108,0,5,0,0
CB,2020-12-05,80,80,0,0,0,0
CE,2020-12-05,7,1,0,6,0,0
CL,2020-12-05,230,128,0,101,1,0
CM,2020-12-05,282,214,0,68,0,0
CN,2020-12-05,177,132,0,44,0,1
CT,2020-12-05,784,781,0,0,1,2
EX,2020-12-05,124,81,0,42,0,1
GA,2020-12-05,353,341,0,12,0,0
IB,2020-12-05,254,215,1,38,0,0
MC,2020-12-05,150,120,1,29,0,0
MD,2020-12-05,762,421,0,341,0,0
ML,2020-12-05,6,1,0,5,0,0
NC,2020-12-05,92,59,0,33,0,0
PV,2020-12-05,462,302,0,160,0,0
RI,2020-12-05,40,39,0,1,0,0
VC,2020-12-05,875,704,0,171,0,0
AN,2020-12-06,576,353,0,223,0,0
AR,2020-12-06,158,154,0,4,0,0
AS,2020-12-06,127,120,0,7,0,0
CB,2020-12-06,56,55,0,0,0,1
CE,2020-12-06,11,2,0,9,0,0
CL,2020-12-06,252,146,0,106,0,0
CM,2020-12-06,219,161,0,58,0,0
CN,2020-12-06,174,127,0,47,0,0
CT,2020-12-06,592,590,0,0,0,2
EX,2020-12-06,93,54,1,38,0,0
GA,2020-12-06,274,262,0,12,0,0
IB,2020-12-06,218,184,0,34,0,0
MC,2020-12-06,85,56,1,28,0,0
MD,2020-12-06,810,405,0,405,0,0
ML,2020-12-06,10,4,0,6,0,0
NC,2020-12-06,89,63,0,26,0,0
PV,2020-12-06,293,191,0,102,0,0
RI,2020-12-06,34,32,0,2,0,0
VC,2020-12-06,737,562,0,175,0,0
AN,2020-12-07,626,364,0,262,0,0
AR,2020-12-07,186,176,0,10,0,0
AS,2020-12-07,133,127,0,6,0,0
CB,2020-12-07,82,78,0,1,0,3
CE,2020-12-07,8,0,0,8,0,0
CL,2020-12-07,286,184,0,102,0,0
CM,2020-12-07,379,303,0,76,0,0
CN,2020-12-07,207,147,0,60,0,0
CT,2020-12-07,1342,1334,0,0,3,5
EX,2020-12-07,108,59,1,48,0,0
GA,2020-12-07,327,304,0,23,0,0
IB,2020-12-07,276,216,1,59,0,0
MC,2020-12-07,137,88,0,49,0,0
MD,2020-12-07,1119,574,0,545,0,0
ML,2020-12-07,12,3,0,9,0,0
NC,2020-12-07,97,75,0,22,0,0
PV,2020-12-07,464,305,0,159,0,0
RI,2020-12-07,41,38,0,3,0,0
VC,2020-12-07,984,754,0,230,0,0
AN,2020-12-08,606,362,0,244,0,0
AR,2020-12-08,179,166,0,13,0,0
AS,2020-12-08,167,160,0,7,0,0
CB,2020-12-08,67,66,0,0,0,1
CE,2020-12-08,4,2,0,2,0,0
CL,2020-12-08,261,141,0,120,0,0
CM,2020-12-08,380,275,0,104,1,0
CN,2020-12-08,151,94,0,57,0,0
CT,2020-12-08,843,840,0,0,2,1
EX,2020-12-08,120,74,2,44,0,0
GA,2020-12-08,315,295,0,20,0,0
IB,2020-12-08,306,235,0,71,0,0
MC,2020-12-08,122,68,0,54,0,0
MD,2020-12-08,1181,592,0,589,0,0
ML,2020-12-08,8,1,0,7,0,0
NC,2020-12-08,82,54,0,28,0,0
PV,2020-12-08,458,341,0,117,0,0
RI,2020-12-08,38,34,0,4,0,0
VC,2020-12-08,1033,789,0,244,0,0
AN,2020-12-09,924,566,0,358,0,0
AR,2020-12-09,213,207,0,6,0,0
AS,2020-12-09,104,96,0,8,0,0
CB,2020-12-09,87,87,0,0,0,0
CE,2020-12-09,10,2,0,8,0,0
CL,2020-12-09,355,209,0,146,0,0
CM,2020-12-09,510,371,0,139,0,0
CN,2020-12-09,206,132,0,74,0,0
CT,2020-12-09,1702,1690,0,0,6,6
EX,2020-12-09,196,107,0,89,0,0
GA,2020-12-09,386,348,0,38,0,0
IB,2020-12-09,397,320,2,75,0,0
MC,2020-12-09,200,131,1,66,0,2
MD,2020-12-09,1559,813,0,746,0,0
ML,2020-12-09,24,10,0,14,0,0
NC,2020-12-09,92,58,0,34,0,0
PV,2020-12-09,446,267,0,179,0,0
RI,2020-12-09,55,54,0,1,0,0
VC,2020-12-09,1341,1023,0,318,0,0
AN,2020-12-10,1116,784,0,332,0,0
AR,2020-12-10,228,220,0,8,0,0
AS,2020-12-10,139,133,0,6,0,0
CB,2020-12-10,76,74,0,0,0,2
CE,2020-12-10,9,1,0,8,0,0
CL,2020-12-10,344,204,0,140,0,0
CM,2020-12-10,521,405,0,116,0,0
CN,2020-12-10,208,147,0,61,0,0
CT,2020-12-10,1651,1635,0,0,10,6
EX,2020-12-10,223,138,0,82,0,3
GA,2020-12-10,389,346,0,43,0,0
IB,2020-12-10,346,276,2,68,0,0
MC,2020-12-10,222,143,0,78,0,1
MD,2020-12-10,1694,990,0,704,0,0
ML,2020-12-10,21,10,0,11,0,0
NC,2020-12-10,105,77,0,28,0,0
PV,2020-12-10,436,230,0,206,0,0
RI,2020-12-10,46,45,0,1,0,0
VC,2020-12-10,1664,1331,0,333,0,0
AN,2020-12-11,1272,785,0,487,0,0
AR,2020-12-11,263,251,0,12,0,0
AS,2020-12-11,121,117,0,4,0,0
CB,2020-12-11,69,67,0,0,0,2
CE,2020-12-11,9,1,0,8,0,0
CL,2020-12-11,334,197,0,135,2,0
CM,2020-12-11,551,406,0,145,0,0
CN,2020-12-11,208,139,0,69,0,0
CT,2020-12-11,1702,1688,0,0,9,5
EX,2020-12-11,262,143,0,119,0,0
GA,2020-12-11,305,272,0,33,0,0
IB,2020-12-11,362,291,1,70,0,0
MC,2020-12-11,206,140,0,66,0,0
MD,2020-12-11,1970,1128,0,842,0,0
ML,2020-12-11,15,4,0,11,0,0
NC,2020-12-11,85,63,0,22,0,0
PV,2020-12-11,403,199,0,204,0,0
RI,2020-12-11,54,54,0,0,0,0
VC,2020-12-11,1766,1376,0,390,0,0
AN,2020-12-12,1020,710,0,310,0,0
AR,2020-12-12,191,185,0,6,0,0
AS,2020-12-12,118,110,0,8,0,0
CB,2020-12-12,78,77,0,0,0,1
CE,2020-12-12,6,3,0,3,0,0
CL,2020-12-12,268,148,0,120,0,0
CM,2020-12-12,425,334,0,91,0,0
CN,2020-12-12,238,170,0,68,0,0
CT,2020-12-12,1165,1160,0,0,0,5
EX,2020-12-12,212,109,1,101,0,1
GA,2020-12-12,333,301,0,32,0,0
IB,2020-12-12,332,252,4,76,0,0
MC,2020-12-12,158,95,0,63,0,0
MD,2020-12-12,1355,701,0,654,0,0
ML,2020-12-12,11,6,0,5,0,0
NC,2020-12-12,111,78,0,33,0,0
PV,2020-12-12,521,357,0,164,0,0
RI,2020-12-12,43,43,0,0,0,0
VC,2020-12-12,1593,1248,0,345,0,0
AN,2020-12-13,660,392,0,268,0,0
AR,2020-12-13,142,136,0,6,0,0
AS,2020-12-13,96,89,0,7,0,0
CB,2020-12-13,78,77,0,0,0,1
CE,2020-12-13,2,0,0,2,0,0
CL,2020-12-13,196,125,0,71,0,0
CM,2020-12-13,355,259,0,96,0,0
CN,2020-12-13,184,125,0,59,0,0
CT,2020-12-13,1003,998,0,0,3,2
EX,2020-12-13,203,93,0,110,0,0
GA,2020-12-13,367,316,0,51,0,0
IB,2020-12-13,330,243,1,86,0,0
MC,2020-12-13,128,68,0,60,0,0
MD,2020-12-13,1207,563,0,644,0,0
ML,2020-12-13,5,1,0,4,0,0
NC,2020-12-13,73,55,0,18,0,0
PV,2020-12-13,354,188,0,166,0,0
RI,2020-12-13,43,43,0,0,0,0
VC,2020-12-13,1236,902,0,334,0,0
AN,2020-12-14,936,551,0,385,0,0
AR,2020-12-14,228,217,0,11,0,0
AS,2020-12-14,98,88,0,10,0,0
CB,2020-12-14,72,69,0,0,0,3
CE,2020-12-14,6,2,0,4,0,0
CL,2020-12-14,304,191,0,113,0,0
CM,2020-12-14,538,395,0,143,0,0
CN,2020-12-14,196,118,0,78,0,0
CT,2020-12-14,2061,2049,0,0,4,8
EX,2020-12-14,322,169,0,152,0,1
GA,2020-12-14,442,390,0,52,0,0
IB,2020-12-14,492,384,3,105,0,0
MC,2020-12-14,199,103,0,96,0,0
MD,2020-12-14,1970,1028,0,942,0,0
ML,2020-12-14,28,19,0,9,0,0
NC,2020-12-14,87,60,0,27,0,0
PV,2020-12-14,525,308,0,217,0,0
RI,2020-12-14,75,71,0,3,0,1
VC,2020-12-14,1851,1373,0,478,0,0
AN,2020-12-15,1125,755,0,370,0,0
AR,2020-12-15,218,217,0,1,0,0
AS,2020-12-15,94,92,0,2,0,0
CB,2020-12-15,67,61,0,0,0,6
CE,2020-12-15,8,4,0,4,0,0
CL,2020-12-15,362,235,0,127,0,0
CM,2020-12-15,593,461,0,132,0,0
CN,2020-12-15,270,198,0,72,0,0
CT,2020-12-15,2103,2091,0,0,9,3
EX,2020-12-15,346,198,0,148,0,0
GA,2020-12-15,418,372,0,46,0,0
IB,2020-12-15,543,423,1,119,0,0
MC,2020-12-15,199,115,0,84,0,0
MD,2020-12-15,2121,1225,0,896,0,0
ML,2020-12-15,26,9,0,17,0,0
NC,2020-12-15,85,65,0,20,0,0
PV,2020-12-15,461,228,0,233,0,0
RI,2020-12-15,64,63,0,1,0,0
VC,2020-12-15,1921,1492,0,429,0,0
AN,2020-12-16,981,660,0,321,0,0
AR,2020-12-16,202,197,0,5,0,0
AS,2020-12-16,61,56,0,5,0,0
CB,2020-12-16,51,51,0,0,0,0
CE,2020-12-16,5,2,0,3,0,0
CL,2020-12-16,325,218,0,105,2,0
CM,2020-12-16,565,449,0,115,1,0
CN,2020-12-16,213,156,0,56,0,1
CT,2020-12-16,1993,1978,0,0,12,3
EX,2020-12-16,327,182,1,144,0,0
GA,2020-12-16,386,348,0,38,0,0
IB,2020-12-16,534,406,5,123,0,0
MC,2020-12-16,202,138,0,64,0,0
MD,2020-12-16,1978,1178,0,800,0,0
ML,2020-12-16,13,3,0,10,0,0
NC,2020-12-16,102,77,0,25,0,0
PV,2020-12-16,343,187,0,156,0,0
RI,2020-12-16,51,50,0,1,0,0
VC,2020-12-16,2093,1662,0,431,0,0
AN,2020-12-17,908,620,0,288,0,0
AR,2020-12-17,197,190,0,7,0,0
AS,2020-12-17,82,75,0,7,0,0
CB,2020-12-17,59,55,0,0,0,4
CE,2020-12-17,3,0,0,3,0,0
CL,2020-12-17,253,155,0,98,0,0
CM,2020-12-17,561,440,0,121,0,0
CN,2020-12-17,217,161,0,55,0,1
CT,2020-12-17,1944,1933,0,0,10,1
EX,2020-12-17,269,170,0,98,0,1
GA,2020-12-17,338,311,0,27,0,0
IB,2020-12-17,522,405,1,116,0,0
MC,2020-12-17,180,111,0,69,0,0
MD,2020-12-17,1701,1003,0,698,0,0
ML,2020-12-17,18,5,0,13,0,0
NC,2020-12-17,72,54,0,18,0,0
PV,2020-12-17,295,174,0,121,0,0
RI,2020-12-17,45,45,0,0,0,0
VC,2020-12-17,1883,1477,0,406,0,0
AN,2020-12-18,1065,718,0,347,0,0
AR,2020-12-18,195,190,0,5,0,0
AS,2020-12-18,72,65,0,7,0,0
CB,2020-12-18,57,54,0,1,0,2
CE,2020-12-18,1,0,0,1,0,0
CL,2020-12-18,261,160,0,100,1,0
CM,2020-12-18,591,462,0,128,1,0
CN,2020-12-18,194,135,0,58,0,1
CT,2020-12-18,2062,2051,0,0,7,4
EX,2020-12-18,343,206,0,136,0,1
GA,2020-12-18,324,301,0,23,0,0
IB,2020-12-18,513,414,0,99,0,0
MC,2020-12-18,163,103,0,59,1,0
MD,2020-12-18,2056,1189,0,867,0,0
ML,2020-12-18,4,1,0,3,0,0
NC,2020-12-18,85,56,0,29,0,0
PV,2020-12-18,329,173,0,156,0,0
RI,2020-12-18,56,54,0,2,0,0
VC,2020-12-18,2277,1787,0,490,0,0
AN,2020-12-19,690,444,0,246,0,0
AR,2020-12-19,173,157,0,16,0,0
AS,2020-12-19,102,97,0,5,0,0
CB,2020-12-19,52,48,0,0,0,4
CE,2020-12-19,6,1,0,5,0,0
CL,2020-12-19,215,127,0,88,0,0
CM,2020-12-19,421,322,0,99,0,0
CN,2020-12-19,233,177,0,56,0,0
CT,2020-12-19,1486,1483,0,0,3,0
EX,2020-12-19,304,191,0,113,0,0
GA,2020-12-19,329,290,0,39,0,0
IB,2020-12-19,492,372,2,118,0,0
MC,2020-12-19,164,111,0,52,1,0
MD,2020-12-19,1413,772,0,641,0,0
ML,2020-12-19,10,5,0,5,0,0
NC,2020-12-19,69,39,0,30,0,0
PV,2020-12-19,348,241,0,107,0,0
RI,2020-12-19,73,71,0,2,0,0
VC,2020-12-19,1817,1384,0,433,0,0
AN,2020-12-20,577,309,0,268,0,0
AR,2020-12-20,158,152,0,6,0,0
AS,2020-12-20,95,89,0,6,0,0
CB,2020-12-20,64,62,0,0,0,2
CE,2020-12-20,4,1,0,3,0,0
CL,2020-12-20,153,96,0,57,0,0
CM,2020-12-20,394,275,0,119,0,0
CN,2020-12-20,176,122,0,54,0,0
CT,2020-12-20,1354,1354,0,0,0,0
EX,2020-12-20,279,166,0,113,0,0
GA,2020-12-20,296,262,0,34,0,0
IB,2020-12-20,421,311,1,109,0,0
MC,2020-12-20,132,75,0,56,0,1
MD,2020-12-20,1335,686,0,649,0,0
ML,2020-12-20,7,0,0,7,0,0
NC,2020-12-20,71,42,0,29,0,0
PV,2020-12-20,318,202,0,116,0,0
RI,2020-12-20,42,39,0,3,0,0
VC,2020-12-20,1398,979,0,419,0,0
AN,2020-12-21,970,544,0,426,0,0
AR,2020-12-21,209,203,0,6,0,0
AS,2020-12-21,60,55,0,5,0,0
CB,2020-12-21,66,64,0,0,0,2
CE,2020-12-21,4,0,0,4,0,0
CL,2020-12-21,256,163,0,93,0,0
CM,2020-12-21,621,447,0,174,0,0
CN,2020-12-21,142,97,0,45,0,0
CT,2020-12-21,2422,2417,0,0,5,0
EX,2020-12-21,356,202,0,153,0,1
GA,2020-12-21,374,331,0,43,0,0
IB,2020-12-21,506,388,0,118,0,0
MC,2020-12-21,242,152,0,90,0,0
MD,2020-12-21,1947,967,0,980,0,0
ML,2020-12-21,17,1,0,16,0,0
NC,2020-12-21,95,60,0,35,0,0
PV,2020-12-21,349,206,0,143,0,0
RI,2020-12-21,57,55,0,2,0,0
VC,2020-12-21,2198,1646,0,552,0,0
AN,2020-12-22,1097,681,0,416,0,0
AR,2020-12-22,214,205,0,9,0,0
AS,2020-12-22,59,55,0,4,0,0
CB,2020-12-22,61,57,0,0,0,4
CE,2020-12-22,7,1,0,6,0,0
CL,2020-12-22,285,175,0,109,1,0
CM,2020-12-22,700,544,0,156,0,0
CN,2020-12-22,211,158,0,53,0,0
CT,2020-12-22,2450,2440,0,0,8,2
EX,2020-12-22,383,211,0,172,0,0
GA,2020-12-22,392,346,0,46,0,0
IB,2020-12-22,480,377,0,103,0,0
MC,2020-12-22,267,154,0,113,0,0
MD,2020-12-22,2026,1208,0,818,0,0
ML,2020-12-22,13,1,0,12,0,0
NC,2020-12-22,88,57,0,31,0,0
PV,2020-12-22,337,169,0,168,0,0
RI,2020-12-22,62,60,0,2,0,0
VC,2020-12-22,2439,1869,0,570,0,0
AN,2020-12-23,1171,734,0,437,0,0
AR,2020-12-23,214,210,0,4,0,0
AS,2020-12-23,57,53,0,4,0,0
CB,2020-12-23,69,63,0,2,0,4
CE,2020-12-23,5,1,0,4,0,0
CL,2020-12-23,270,159,0,111,0,0
CM,2020-12-23,700,535,0,165,0,0
CN,2020-12-23,158,109,0,49,0,0
CT,2020-12-23,2274,2263,0,0,11,0
EX,2020-12-23,498,311,0,187,0,0
GA,2020-12-23,390,360,0,30,0,0
IB,2020-12-23,421,336,1,84,0,0
MC,2020-12-23,244,156,0,87,0,1
MD,2020-12-23,2153,1421,0,732,0,0
ML,2020-12-23,22,8,0,14,0,0
NC,2020-12-23,116,92,0,24,0,0
PV,2020-12-23,263,112,0,151,0,0
RI,2020-12-23,73,71,0,2,0,0
VC,2020-12-23,2630,2083,0,547,0,0
AN,2020-12-24,1019,670,0,349,0,0
AR,2020-12-24,263,258,0,5,0,0
AS,2020-12-24,80,73,0,7,0,0
CB,2020-12-24,75,74,0,0,0,1
CE,2020-12-24,8,1,0,7,0,0
CL,2020-12-24,232,118,0,114,0,0
CM,2020-12-24,569,438,0,131,0,0
CN,2020-12-24,193,144,0,49,0,0
CT,2020-12-24,2379,2374,0,0,4,1
EX,2020-12-24,341,158,0,183,0,0
GA,2020-12-24,349,306,0,43,0,0
IB,2020-12-24,413,332,0,81,0,0
MC,2020-12-24,263,162,0,101,0,0
MD,2020-12-24,1306,778,0,528,0,0
ML,2020-12-24,5,0,0,5,0,0
NC,2020-12-24,95,65,0,30,0,0
PV,2020-12-24,317,170,0,147,0,0
RI,2020-12-24,57,55,0,2,0,0
VC,2020-12-24,2391,1876,0,515,0,0
AN,2020-12-25,830,483,0,347,0,0
AR,2020-12-25,266,254,0,12,0,0
AS,2020-12-25,66,56,0,10,0,0
CB,2020-12-25,67,64,0,0,0,3
CE,2020-12-25,12,1,0,11,0,0
CL,2020-12-25,186,90,0,96,0,0
CM,2020-12-25,423,302,0,121,0,0
CN,2020-12-25,209,158,0,51,0,0
CT,2020-12-25,1369,1368,0,0,1,0
EX,2020-12-25,258,111,0,147,0,0
GA,2020-12-25,313,293,0,20,0,0
IB,2020-12-25,362,288,0,74,0,0
MC,2020-12-25,230,141,0,89,0,0
MD,2020-12-25,1218,617,0,601,0,0
ML,2020-12-25,9,0,0,9,0,0
NC,2020-12-25,79,52,0,27,0,0
PV,2020-12-25,231,146,0,85,0,0
RI,2020-12-25,62,59,0,3,0,0
VC,2020-12-25,1742,1298,0,444,0,0
AN,2020-12-26,913,501,0,412,0,0
AR,2020-12-26,243,231,0,12,0,0
AS,2020-12-26,131,125,0,6,0,0
CB,2020-12-26,99,95,0,1,0,3
CE,2020-12-26,18,1,0,17,0,0
CL,2020-12-26,252,136,0,116,0,0
CM,2020-12-26,479,336,0,143,0,0
CN,2020-12-26,167,122,0,45,0,0
CT,2020-12-26,1737,1735,0,0,2,0
EX,2020-12-26,456,245,0,211,0,0
GA,2020-12-26,397,349,0,48,0,0
IB,2020-12-26,354,266,0,88,0,0
MC,2020-12-26,316,183,0,133,0,0
MD,2020-12-26,1680,814,0,866,0,0
ML,2020-12-26,16,7,0,9,0,0
NC,2020-12-26,108,79,0,29,0,0
PV,2020-12-26,378,253,0,125,0,0
RI,2020-12-26,69,68,0,1,0,0
VC,2020-12-26,2023,1482,0,541,0,0
AN,2020-12-27,994,542,0,452,0,0
AR,2020-12-27,239,223,0,16,0,0
AS,2020-12-27,125,105,0,20,0,0
CB,2020-12-27,97,88,0,3,0,6
CE,2020-12-27,12,0,0,12,0,0
CL,2020-12-27,310,147,0,163,0,0
CM,2020-12-27,664,436,0,228,0,0
CN,2020-12-27,196,127,0,69,0,0
CT,2020-12-27,1789,1788,0,0,1,0
EX,2020-12-27,498,229,0,269,0,0
GA,2020-12-27,363,318,0,45,0,0
IB,2020-12-27,393,288,0,105,0,0
MC,2020-12-27,312,154,0,158,0,0
MD,2020-12-27,1606,773,0,833,0,0
ML,2020-12-27,10,2,0,8,0,0
NC,2020-12-27,103,65,0,38,0,0
PV,2020-12-27,377,269,0,108,0,0
RI,2020-12-27,94,91,0,3,0,0
VC,2020-12-27,2053,1420,0,633,0,0
AN,2020-12-28,1601,852,0,749,0,0
AR,2020-12-28,356,335,0,21,0,0
AS,2020-12-28,113,98,0,15,0,0
CB,2020-12-28,103,100,0,0,0,3
CE,2020-12-28,22,7,0,15,0,0
CL,2020-12-28,458,253,0,205,0,0
CM,2020-12-28,942,653,0,289,0,0
CN,2020-12-28,267,211,0,56,0,0
CT,2020-12-28,3409,3404,0,0,5,0
EX,2020-12-28,679,323,2,352,0,2
GA,2020-12-28,534,461,0,73,0,0
IB,2020-12-28,474,348,0,126,0,0
MC,2020-12-28,453,230,1,222,0,0
MD,2020-12-28,2539,1240,0,1299,0,0
ML,2020-12-28,33,6,0,27,0,0
NC,2020-12-28,145,90,0,55,0,0
PV,2020-12-28,392,246,0,146,0,0
RI,2020-12-28,123,118,0,5,0,0
VC,2020-12-28,3532,2536,0,996,0,0
AN,2020-12-29,1607,1011,0,596,0,0
AR,2020-12-29,316,308,0,8,0,0
AS,2020-12-29,90,77,0,13,0,0
CB,2020-12-29,112,103,0,1,0,8
CE,2020-12-29,22,4,0,18,0,0
CL,2020-12-29,486,260,0,226,0,0
CM,2020-12-29,1039,691,0,347,1,0
CN,2020-12-29,225,173,0,52,0,0
CT,2020-12-29,3154,3144,0,0,9,1
EX,2020-12-29,783,412,0,371,0,0
GA,2020-12-29,484,435,0,49,0,0
IB,2020-12-29,363,283,0,80,0,0
MC,2020-12-29,484,260,0,224,0,0
MD,2020-12-29,3100,1639,0,1461,0,0
ML,2020-12-29,22,10,0,12,0,0
NC,2020-12-29,130,96,0,34,0,0
PV,2020-12-29,378,202,0,176,0,0
RI,2020-12-29,115,109,0,6,0,0
VC,2020-12-29,3109,2306,0,803,0,0
AN,2020-12-30,1725,1032,0,693,0,0
AR,2020-12-30,344,337,0,7,0,0
AS,2020-12-30,63,53,0,10,0,0
CB,2020-12-30,94,89,0,1,0,4
CE,2020-12-30,14,0,0,14,0,0
CL,2020-12-30,484,249,0,235,0,0
CM,2020-12-30,1058,764,0,294,0,0
CN,2020-12-30,215,161,0,53,0,1
CT,2020-12-30,3075,3067,0,0,8,0
EX,2020-12-30,708,368,2,337,0,1
GA,2020-12-30,486,432,0,54,0,0
IB,2020-12-30,266,212,0,54,0,0
MC,2020-12-30,485,283,0,202,0,0
MD,2020-12-30,3478,2182,0,1296,0,0
ML,2020-12-30,28,18,0,10,0,0
NC,2020-12-30,118,81,0,37,0,0
PV,2020-12-30,347,171,0,176,0,0
RI,2020-12-30,124,121,0,3,0,0
VC,2020-12-30,3421,2605,0,816,0,0
AN,2020-12-31,1760,1032,0,728,0,0
AR,2020-12-31,355,336,0,19,0,0
AS,2020-12-31,130,121,0,9,0,0
CB,2020-12-31,95,89,0,1,0,5
CE,2020-12-31,15,3,0,12,0,0
CL,2020-12-31,489,249,0,240,0,0
CM,2020-12-31,1034,775,0,258,1,0
CN,2020-12-31,243,195,0,48,0,0
CT,2020-12-31,3098,3089,0,0,7,2
EX,2020-12-31,649,256,0,390,0,3
GA,2020-12-31,491,446,0,45,0,0
IB,2020-12-31,184,169,0,15,0,0
MC,2020-12-31,560,356,0,204,0,0
MD,2020-12-31,1591,900,0,691,0,0
ML,2020-12-31,38,10,0,28,0,0
NC,2020-12-31,95,69,0,26,0,0
PV,2020-12-31,388,206,0,182,0,0
RI,2020-12-31,142,135,0,7,0,0
VC,2020-12-31,3373,2499,0,874,0,0
AN,2021-01-01,1553,881,0,672,0,0
AR,2021-01-01,285,269,0,16,0,0
AS,2021-01-01,142,133,0,9,0,0
CB,2021-01-01,143,134,0,2,0,7
CE,2021-01-01,23,5,0,18,0,0
CL,2021-01-01,591,299,0,292,0,0
CM,2021-01-01,876,628,0,248,0,0
CN,2021-01-01,213,156,0,57,0,0
CT,2021-01-01,1778,1777,0,0,1,0
EX,2021-01-01,543,227,0,316,0,0
GA,2021-01-01,458,413,0,45,0,0
IB,2021-01-01,676,522,0,154,0,0
MC,2021-01-01,490,272,0,217,0,1
MD,2021-01-01,1443,729,0,714,0,0
ML,2021-01-01,20,6,0,14,0,0
NC,2021-01-01,121,82,0,39,0,0
PV,2021-01-01,285,169,0,116,0,0
RI,2021-01-01,82,76,0,6,0,0
VC,2021-01-01,3265,2391,0,874,0,0
AN,2021-01-02,1737,937,0,800,0,0
AR,2021-01-02,322,300,0,22,0,0
AS,2021-01-02,152,145,0,7,0,0
CB,2021-01-02,106,100,0,2,0,4
CE,2021-01-02,25,0,0,25,0,0
CL,2021-01-02,676,324,0,352,0,0
CM,2021-01-02,934,643,0,290,1,0
CN,2021-01-02,210,155,0,55,0,0
CT,2021-01-02,2117,2114,0,0,0,3
EX,2021-01-02,787,343,1,442,0,1
GA,2021-01-02,551,484,0,67,0,0
IB,2021-01-02,729,564,0,165,0,0
MC,2021-01-02,679,353,0,325,1,0
MD,2021-01-02,2005,1098,0,907,0,0
ML,2021-01-02,23,7,0,16,0,0
NC,2021-01-02,121,82,0,39,0,0
PV,2021-01-02,370,248,0,122,0,0
RI,2021-01-02,101,96,0,5,0,0
VC,2021-01-02,3483,2440,0,1043,0,0
AN,2021-01-03,2010,1060,0,950,0,0
AR,2021-01-03,393,380,0,13,0,0
AS,2021-01-03,187,172,0,15,0,0
CB,2021-01-03,122,113,0,1,0,8
CE,2021-01-03,19,0,0,19,0,0
CL,2021-01-03,758,359,0,399,0,0
CM,2021-01-03,1092,685,0,406,1,0
CN,2021-01-03,211,141,0,70,0,0
CT,2021-01-03,1999,1998,0,0,0,1
EX,2021-01-03,722,320,0,402,0,0
GA,2021-01-03,621,552,0,69,0,0
IB,2021-01-03,688,531,0,157,0,0
MC,2021-01-03,865,438,3,422,2,0
MD,2021-01-03,1469,707,0,762,0,0
ML,2021-01-03,19,7,0,12,0,0
NC,2021-01-03,135,73,0,62,0,0
PV,2021-01-03,390,271,0,119,0,0
RI,2021-01-03,130,125,0,5,0,0
VC,2021-01-03,3440,2337,0,1103,0,0
AN,2021-01-04,2973,1576,0,1397,0,0
AR,2021-01-04,525,506,0,19,0,0
AS,2021-01-04,152,142,0,10,0,0
CB,2021-01-04,119,116,0,3,0,0
CE,2021-01-04,27,2,0,25,0,0
CL,2021-01-04,1154,538,0,615,0,1
CM,2021-01-04,1529,1005,0,523,1,0
CN,2021-01-04,261,188,0,73,0,0
CT,2021-01-04,3931,3921,0,0,8,2
EX,2021-01-04,1041,464,1,573,1,2
GA,2021-01-04,750,669,0,81,0,0
IB,2021-01-04,799,610,0,189,0,0
MC,2021-01-04,1205,591,4,607,2,1
MD,2021-01-04,4155,1641,0,2514,0,0
ML,2021-01-04,42,13,0,29,0,0
NC,2021-01-04,164,114,0,50,0,0
PV,2021-01-04,457,230,0,227,0,0
RI,2021-01-04,133,123,0,10,0,0
VC,2021-01-04,4863,3441,0,1422,0,0
AN,2021-01-05,3448,1975,0,1473,0,0
AR,2021-01-05,517,497,0,20,0,0
AS,2021-01-05,190,177,0,13,0,0
CB,2021-01-05,138,129,0,3,0,6
CE,2021-01-05,25,8,0,17,0,0
CL,2021-01-05,1244,609,0,635,0,0
CM,2021-01-05,1932,1349,0,583,0,0
CN,2021-01-05,232,167,0,64,0,1
CT,2021-01-05,4071,4060,0,0,8,3
EX,2021-01-05,1074,495,0,578,0,1
GA,2021-01-05,841,745,0,96,0,0
IB,2021-01-05,640,500,0,140,0,0
MC,2021-01-05,1263,619,0,642,0,2
MD,2021-01-05,6680,3697,0,2983,0,0
ML,2021-01-05,51,20,0,31,0,0
NC,2021-01-05,151,95,0,56,0,0
PV,2021-01-05,611,364,0,247,0,0
RI,2021-01-05,170,158,0,12,0,0
VC,2021-01-05,5554,4041,0,1513,0,0
